document_id,extension,relative_path,extraction_method,size_bytes,text_length,line_count,text_preview
doc_c390a3f71ab877f8,.docx,プロジェクト/株式会社青潮モビリティサービス/05.会議/会議録/会議録_2025-08-06.docx,docx_paragraphs_tables_basic_styles,15718,6660,351,# DOCXファイル: 会議録_2025-08-06.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M02 ## paragraph_004 - style: Compact 会議種別: 中間報告 ## paragraph_005 - style: Compact 日時: 2025-08-06 ## paragraph_006 - style: Compact 目的: Week3ゲートとして初期EDA、データ定義差異確認結果、ベースラインモデル評価、改善方針、需要変動要因の初期解釈を共有する ## paragraph_007 - style: Compact 参加者: ## paragraph_008 - style: Compact 発注者（株式会社青潮モビリティサービス）: 高山 拓海 ## paragraph_009 - style: Compact 受託者（株式会社デー...
doc_e36b58586b59f6f6,.pptx,プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_final.pptx,pptx_slide_text_tables,81321,6635,373,"# PPTXファイル: 提案書_final.pptx ## slide_001 データ分析プロジェクト提案書 定期預金契約予測モデル構築と説明可能な分析基盤の整備 提出先：京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課 作成：株式会社データアステル データサイエンス部 1 ## slide_002 1. 背景 京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課において、金融商品提案および顧客接触施策の高度化に向け、顧客ごとの契約見込みを定量的に把握し、説明可能な形で活用できる分析基盤の整備が求められている。本プロジェクトでは、27,128件・18カラムの顧客データを用い、定期預金等の契約有無を予測する初期版モデルを構築する。 現状の課題 経験則依存 経験則に依存した接触判断が行われている データ活用不足 接触履歴データの十分な活用ができていない 評価誤認リスク 不均衡データ下での評価誤認リスクが存在する 特別値の扱い 業務上の特別値や不明値カテゴリの適切な処理が未整備 短期間の成果 短期間での実務接続可能な成果創出が求められている ▶ 本提案では精度のみ..."
doc_e37331fe1b5732c7,.pptx,プロジェクト/京橋信用ソリューションズ株式会社/00.提案/提案書_v1.pptx,pptx_slide_text_tables,81469,6631,373,"# PPTXファイル: 提案書_v1.pptx ## slide_001 データ分析プロジェクト提案書 定期預金契約予測モデル構築と説明可能な分析基盤の整備 提出先：京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課 作成：株式会社データアステル データサイエンス部 1 ## slide_002 1. 背景 京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課において、金融商品提案および顧客接触施策の高度化に向け、顧客ごとの契約見込みを定量的に把握し、説明可能な形で活用できる分析基盤の整備が求められている。本プロジェクトでは、27,128件・18カラムの顧客データを用い、定期預金等の契約有無を予測する初期版モデルを構築する。 現状の課題 経験則依存 経験則に依存した接触判断が行われている データ活用不足 接触履歴データの十分な活用ができていない 評価誤認リスク 不均衡データ下での評価誤認リスクが存在する 特別値の扱い 業務上の特別値や不明値カテゴリの適切な処理が未整備 短期間の成果 短期間での実務接続可能な成果創出が求められている ▶ 本提案では精度のみならず..."
doc_6ac440a9891c8442,.pptx,プロジェクト/青葉与信マネジメント株式会社/00.提案/提案書_v3.pptx,pptx_slide_text_tables,82765,6541,424,"# PPTXファイル: 提案書_v3.pptx ## slide_001 データ分析プロジェクト提案書 与信分析基盤整備に向けた初期分析・モデル評価・示唆整理 提出先：青葉与信マネジメント株式会社 審査企画部 株式会社データアステル データサイエンス部 2025年4月 契約期間 7週間 契約金額 4,620,000円 固定価格契約（事後精算なし） ## slide_002 01 エグゼクティブサマリー 青葉与信マネジメント株式会社 審査企画部における与信分析基盤整備に向けた、データ分析プロジェクトの提案概要である。 対象データ 学習用データ 17,500件 10項目（loan_amnt, term, interest_rate, grade 等） 目的変数 loan_status （返済不良リスクの 定量的把握） 分析アプローチ 説明可能性・再現性・ 監査可能性を優先した モデル構築と評価 主要成果物 提案書・中間報告書・ 最終報告書・議事録・ 監査証跡一式 重要ポイント 返済不良リスクの早期把握 審査基準の説明可能性確保 ポートフォリオ単位での健全性比較 監査証跡・アクセス制御・説明..."
doc_ed6a50a7a6239166,.docx,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/報告資料/報告資料_2025-10-01.docx,docx_paragraphs_tables_basic_styles,15782,6528,330,# DOCXファイル: 報告資料_2025-10-01.docx ## paragraph_001 - style: Heading 1 分析進捗報告書 ## paragraph_002 - style: Heading 2 1. 報告サマリー ## paragraph_003 - style: Compact チェックポイント: M01（キックオフ）実施日 2025-10-01 ## paragraph_004 - style: Compact 報告対象期間: 2025-10-01 ～ 2025-10-01 ## paragraph_005 - style: Compact 当日状況（要旨）: ## paragraph_006 - style: Compact キックオフ（M01）を実施（会議自体は計画どおり、ただし議事録は未作成／保存されていません）。 ## paragraph_007 - style: Compact キックオフ時点では、分析結果ではなく前提確認・データ受領・レビュー計画を共有する。 ## paragraph_008 - style: Compact 決定待ち項目...
doc_821e451594ee3a0b,.pptx,プロジェクト/白峰信用リスク評価株式会社/06.報告書/白峰信用リスク評価株式会社_最終報告.pptx,pptx_slide_text_tables,78629,6356,334,"# PPTXファイル: 白峰信用リスク評価株式会社_最終報告.pptx ## slide_001 最終分析報告書 企業財務指標を用いた3年後倒産予測分析プロジェクト クライアント: 白峰信用リスク評価株式会社 審査企画部 ベンダ: 株式会社データアステル データサイエンス部 ## slide_002 目次 01 エグゼクティブサマリ 02 プロジェクト目的とスコープ 03 実施方法 04 主要な分析結果と解釈 05 業務提言 06 実装・運用計画 07 制約事項と残余リスク 08 今後の拡張ロードマップ 09 成果物サマリ 10 提案・契約との差分管理 11 総括 ## slide_003 01 エグゼクティブサマリ 本報告書は「企業財務指標を用いた3年後倒産予測分析プロジェクト」のクローズ向け最終報告書（Single Source of Truth）である。 主要成果 対象データ: 7,352件・66列 ROC-AUC = 0.859 Precision@top10% = 0.257 Accuracy = 0.957 重要観察事項 Attr37の欠損率が約45.25% → 投入可否が..."
doc_5abbee6d3302f546,.pdf,プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/報告資料/報告資料_2025-08-26.pdf,pdf_page_text_pypdf,476953,6272,173,# PDFファイル: 報告資料_2025-08-26.pdf ## page_001 分析進捗報告書 1. 報告サマリー • チェックポイント: M02（中間報告） • 日付: 2025-08-26 • 報告対象期間: 2025-08-06 ～ 2025-08-26 • チェックポイント段階（Report facts）: interim（中間分析段階） • 現状ステータス（短報）: 第 1 週キックオフ完了、データ受領・読込検証着手、品質点検と探索的分析を経てモデ ル実験（第 1〜第 5 トライアル）を実行。中間報告（MS4）で「前処理ルール案」「分析データセット化方針」「初期 モデリング継続条件」の承認を受けるべく報告を実施。 2. 進捗状況 • スケジュール整合 o キックオフ（M01）: 実施済（2025-08-06） — 議事録: artifacts/meeting_minutes/会議録 _2025-08-06.md o 中間報告（M02）: 実施日 2025-08-26（本チェックポイント） o 次の主要予定: 変更管理チェックポイント（2025-08-27）、初期モデリン...
doc_500ae8732c92a7dc,.pptx,プロジェクト/株式会社東都人材プラットフォーム/06.報告書/株式会社東都人材プラットフォーム_最終報告.pptx,pptx_slide_text_tables,79270,6269,345,"# PPTXファイル: 株式会社東都人材プラットフォーム_最終報告.pptx ## slide_001 最終分析報告書 株式会社東都人材プラットフォーム 収入クラス予測モデル 企画・分析設計・初期検証 受託者：株式会社データアステル 契約期間：2025年8月18日 ～ 2025年9月29日 CONFIDENTIAL ## slide_002 1. エグゼクティブサマリ プロジェクト概要 株式会社東都人材プラットフォーム（発注者）と株式会社データアステル（受託者）により、 人材属性データを用いた「収入クラス（target）予測モデル」の企画・分析設計・初期検証を行った6週間の案件である。 主目的は収入クラスの予測可能性と主要因の抽出、People Analyticsにおける報酬分析基盤の初期版提供である。 Accuracy 0.510 Macro F1 0.474 最終実行設定 モデル: hist_gradient_boosting 行数: 11,529 / 特徴量: 14 検証分割: random_holdout (val=0.1) 本フェーズの成果物 再現可能な前処理仕様 ／ 評価結..."
doc_791d30330f15d0c7,.docx,プロジェクト/株式会社東都人材プラットフォーム/05.会議/会議録/会議録_2025-08-18.docx,docx_paragraphs_tables_basic_styles,25668,6154,298,# DOCXファイル: 会議録_2025-08-18.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID：M01 ## paragraph_004 - style: Compact 会議種別：キックオフ ## paragraph_005 - style: Compact 日付：2025-08-18 ## paragraph_006 - style: Compact 目的：プロジェクト目的・スコープ・体制・進行方法およびデータ受領前提を確認し、収入クラス予測の初期分析方針を合意する ## paragraph_007 - style: Compact 主催：株式会社データアステル（データサイエンス部） ## paragraph_008 - style: Compact 記録：藤田 彩（ビジネスアナリスト） ## paragraph_009 - style: Compact 出席： ## p...
doc_d1faddb0d27d9f8f,.docx,プロジェクト/株式会社青潮モビリティサービス/05.会議/会議録/会議録_2025-07-23.docx,docx_paragraphs_tables_basic_styles,15284,6153,344,# DOCXファイル: 会議録_2025-07-23.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M01 ## paragraph_004 - style: Compact 会議種別: キックオフ ## paragraph_005 - style: Compact 日時: 2025-07-23 ## paragraph_006 - style: Compact 目的: プロジェクト開始合意、目的変数 cnt と 1時間粒度の確認、data\train.tsv の受領確認、yr および workingday の定義不整合確認方針を整理する ## paragraph_007 - style: Compact 参加者: ## paragraph_008 - style: Compact 発注者（株式会社青潮モビリティサービス）: 高山 拓海 ## paragraph_009 - s...
doc_5ce3f102de4afdb2,.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/06.報告書/株式会社青嶺不動産アセットマネジメント_最終報告.pptx,pptx_slide_text_tables,75393,5970,357,"# PPTXファイル: 株式会社青嶺不動産アセットマネジメント_最終報告.pptx ## slide_001 最終分析報告書 NYC不動産売買トランザクション価格形成要因分析 クライアント：株式会社青嶺不動産アセットマネジメント 実施者：株式会社データアステル 契約期間：2025年8月6日〜2025年9月17日 課金方式：タイム・アンド・マテリアル CONFIDENTIAL 最終報告会：2025年9月16日 ## slide_002 目次 01 エグゼクティブサマリ 02 プロジェクト目的とスコープ 03 実施方法 04 主要な分析結果と解釈 05 業務提言 06 実装・運用計画 07 制約事項と残余リスク 08 今後の拡張ロードマップ 09 成果物サマリ 10 総括 11 提案・契約との差分管理 ## slide_003 01 エグゼクティブサマリ プロジェクト概要 NYC不動産売買トランザクション（37,751件）を用いたSALE PRICE価格形成要因の定量化と初期的な予測可能性の検証。6週間案件。 ビジネス成果 立地（BOROUGH）や規模（戸数・面積）等の属性が価格説明に寄与..."
doc_ff540b5de85f7d13,.pptx,プロジェクト/株式会社青潮モビリティサービス/00.提案/提案書.pptx,pptx_slide_text_tables,77299,5876,374,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 モビリティ需要予測分析 プロジェクト 株式会社青潮モビリティサービス 御中 株式会社データアステル ## slide_002 1. 背景 課題認識 ▲ 需要ピーク時の サービス可用性確保 ■ 供給不足・過剰配置の 抑制 ● 配車・再配置計画の 高度化 対象データ：train.tsv データ規模 8,645行 × 15列 1時間単位の時系列データ 含まれる情報 日時・季節・曜日・祝日 天候・気温・湿度・風速 目的変数 cnt（利用者数） 時間単位の需要予測に使用 ※ 拠点情報、車両情報、位置情報、移動履歴、イベント情報等は本データに含まれないため、本フェーズでは全体需要の時間別予測と変動要因の把握を中心に進める。データ辞書と実データの整合性確認が必要な項目は、分析着手時点で定義確認を実施する前提とする。 2 ## slide_003 2. プロジェクト目的 時間単位の利用者数 cnt の需要予測モデル初期版を構築し、需要変動の主要因を可視化・解釈可能な形で整理する 1 cnt を目的変数とし..."
doc_0921839740ece550,.pptx,プロジェクト/京橋信用ソリューションズ株式会社/06.報告書/京橋信用ソリューションズ株式会社_最終報告.pptx,pptx_slide_text_tables,75784,5696,315,# PPTXファイル: 京橋信用ソリューションズ株式会社_最終報告.pptx ## slide_001 最終分析報告書 定期預金契約有無予測・説明可能性分析プロジェクト 甲 京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課 乙 株式会社データアステル データサイエンス部 報告日 2025年11月11日 ## slide_002 ビジネス成果 予測スコア上位10%のPrecision = 0.589 上位層に契約が濃縮されることを確認 営業効率化の初期導出に成功 説明可能性情報を整備し、実運用性の議論基礎を提供 分析成果 AUC(ROC) = 0.925 Accuracy = 0.900 / F1(macro) = 0.722 Brier score = 0.066 gradient_boosting を中心に検証 duration含有/非含有モデルを分離評価 運用提言（要点） 事前判断にはduration除外モデルを使用 上位スコア群でA/Bテストを短期実施 業務効果を定量検証すること 監査証跡・アクセス制御を本番化前に実装 1. エグゼクティブサマリー 甲：京橋信用ソ...
doc_1a6701279d80b280,.pptx,プロジェクト/株式会社東都人材プラットフォーム/00.提案/提案書.pptx,pptx_slide_text_tables,82751,5691,310,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 収入クラス予測の初期分析と業務示唆の提示 株式会社データアステル データサイエンス部 → 株式会社東都人材プラットフォーム 人事戦略部 人材データ活用室 1 ## slide_002 1. 背景 株式会社東都人材プラットフォーム 人事戦略部 人材データ活用室では、報酬分析・公平性確認・人材活用支援の高度化に向け、個人属性と収入クラスの関係を定量的に把握し、業務判断に活用できる分析基盤の整備が求められている。 現状の主な課題 01 報酬レンジの把握が個別判断に依存しやすく、属性と収入水準の関係を一貫して説明しにくい 02 国・学歴・専攻・職種・業種・経験年数等の影響を、再現可能な方法で比較できていない 03 採用、配置、報酬競争力確認、離職抑制に向けた議論の材料が不足している 04 Gender、Age、Country等のセンシティブ属性の取扱いに慎重さが求められる 分析対象：train.csv（11,529件の人材属性データ）｜ target を収入クラスとする初期分析 重視する点：説明可..."
doc_bf1cd90acac30eb4,.docx,プロジェクト/医療法人社団 恒一会 かえで総合病院/05.会議/会議録/会議録_2025-09-02.docx,docx_paragraphs_tables_basic_styles,15621,5660,280,# DOCXファイル: 会議録_2025-09-02.docx ## paragraph_001 - style: Heading 1 会議録 ## paragraph_002 - style: Heading 2 1. 会議情報 ## paragraph_003 - style: Compact 会議ID: M01 ## paragraph_004 - style: Compact 種類: キックオフ ## paragraph_005 - style: Compact 日付: 2025-09-02 ## paragraph_006 - style: Compact 目的: プロジェクト開始にあたり目的変数 disease の定義とスコープ、成果物、進め方を確認し、データ受領と初期課題管理を開始する ## paragraph_007 - style: Compact 出席者: ## paragraph_008 - style: Compact 顧客（医療法人社団 恒一会 かえで総合病院）主担当: 柴田 海斗（室長） ## paragraph_009 - style: Compact 医...
doc_1bbf5cfcce323c15,.pptx,プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書.pptx,pptx_slide_text_tables,83836,5424,480,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 企業財務指標に基づく倒産予測モデルの企画・分析・初期実装方針策定 白峰信用リスク評価株式会社 審査企画部 御中 株式会社データアステル ## slide_002 1. 背景と課題 現状の課題 多岐にわたる財務指標 個別指標の目視確認のみでは 倒産兆候を一貫して把握しにくい 不均衡な倒産データ 倒産クラス比率が約4.95%と低く 高リスク先の特徴把握が困難である ガバナンス要件 説明可能性・監査可能性・ モデルガバナンスの確保が不可欠である ▼ 本プロジェクトの位置づけ 7,352件・66列の企業財務指標データを対象に、目的変数 class（3年後倒産有無）を用いた 倒産予測モデルの企画・分析・初期実装方針策定を実施し、実務利用可能な分析基盤を整備する ## slide_003 2. プロジェクト目的 企業財務指標に基づく3年後倒産予測とリスクセグメンテーションを実施し、審査・与信判断の高度化に資する分析基盤を整備する 01 有効指標の特定 倒産予測に有効な 財務指標群を特定する 02 高リ..."
doc_72e56324bbc700a0,.pdf,プロジェクト/株式会社青嶺不動産アセットマネジメント/05.会議/報告資料/報告資料_2025-08-06.pdf,pdf_page_text_pypdf,534387,5400,201,# PDFファイル: 報告資料_2025-08-06.pdf ## page_001 分析進捗報告書 1. 報告サマリー • チェックポイント: M01（キックオフ） • チェックポイント日付: 2025-08-06（報告対象期間: 2025-08-06 to 2025-08-06） • チェックポイント段階: kickoff（事前準備／計画段階、実装・学習未着手）※ analysis.checkpoint_stage=kickoff に準拠 • 現時点の総括: o キックオフ（M01）は予定通りの実施扱い（議題: 目的変数 SALE PRICE、対象データ、スコープ、 役割分担、会議運営）。ただし該当議事メモは現時点で未登録（No meeting minutes found / prior_state.minutes_files = []）。 o 実装状況: planning_only（モデル学習・評価結果は未存在／公開不可）。visible_trials は空 （no_model_results）。 o 商務トピック（Report facts に基づく）: 想定総工数 170 時間...
doc_042b939e82555556,.pdf,プロジェクト/京橋信用ソリューションズ株式会社/05.会議/会議録/会議録_2025-11-11.pdf,pdf_page_text_pypdf,744471,5188,305,# PDFファイル: 会議録_2025-11-11.pdf ## page_001 会議録 1. 会議情報 • 会議 ID: M03 • 会議種別: 最終報告・検収会 • 日時: 2025-11-11 • 目的: 最終モデル評価・重要変数・セグメント示唆・公平性の初期確認、監 査証跡・再現性情報の報告および納品内容の確認・検収判断 • 出席者: o 京橋信用ソリューションズ株式会社 リスク管理部 与信モデル統括課: 高橋 恒一（課長）、検収関係者（TODO） o 株式会社データアステル: 山田 直樹（エグゼクティブスポンサー）、 佐藤 健一（PM）、鈴木 美咲（リード DS）、池田 恒一（QA） 2. 議題 1. 最終成果物（最終報告書／分析補足資料／再現性情報）の提示と検収判定 2. 最終モデル評価結果（事前/事後モデルの比較、主要指標）の確認 3. 重要変数・セグメント示唆および公平性（初期確認）レポートの確認 4. 監査証跡・再現手順のデリバリー状況確認とクライアント検証方法の合意 5. 検収完了条件、支払スケジュール確認、次段階（パイロット／本番検討） アクション合意 ## p...
doc_8d7ff23f2706f880,.pptx,プロジェクト/白峰信用リスク評価株式会社/00.提案/提案書old.pptx,pptx_slide_text_tables,149008,5175,445,"# PPTXファイル: 提案書old.pptx ## slide_001 データ分析プロジェクト提案書 企業財務指標に基づく倒産予測モデルの企画・分析・初期実装方針策定 白峰信用リスク評価株式会社 審査企画部 御中 株式会社データアステル ## slide_002 1. 背景と課題 現状の課題 多岐にわたる財務指標 個別指標の目視確認のみでは 倒産兆候を一貫して把握しにくい 不均衡な倒産データ 倒産クラス比率が約4.95%と低く 高リスク先の特徴把握が困難である ガバナンス要件 説明可能性・監査可能性・ モデルガバナンスの確保が不可欠である ▼ 本プロジェクトの位置づけ 7,352件・66列の企業財務指標データを対象に、目的変数 class（3年後倒産有無）を用いた 倒産予測モデルの企画・分析・初期実装方針策定を実施し、実務利用可能な分析基盤を整備する ## slide_003 2. プロジェクト目的 企業財務指標に基づく3年後倒産予測とリスクセグメンテーションを実施し、審査・与信判断の高度化に資する分析基盤を整備する 01 有効指標の特定 倒産予測に有効な 財務指標群を特定する 02..."
doc_9815e04da60a239f,.pptx,プロジェクト/医療法人社団 蒼樹会 みなみ野女性医療センター/00.提案/提案書.pptx,pptx_slide_text_tables,71819,5136,377,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 糖尿病リスク早期把握に向けた分析基盤整備 提出先 医療法人社団 蒼樹会 みなみ野女性医療センター 医療情報・品質改善推進室 林 さくら 室長 提出元 株式会社データアステル データサイエンス部 2025-04-03 ## slide_002 エグゼクティブサマリー プロジェクト概要 医療法人社団 蒼樹会 みなみ野女性医療センターにおける糖尿病リスク早期把握のためのデータ分析基盤整備プロジェクト。train.csv（3,000行×10カラム）を対象に、Outcome（糖尿病有無）の予測可能性を検証し、業務活用可否を判断できる分析基盤を整備する。 契約期間 6週間 2025-04-03 起点 契約金額 ¥3,960,000 税込・固定価格 対象データ 3,000行 10カラム・二値分類 陽性率 23.9% 不均衡データ対応 主要目的 1 糖尿病判定に寄与する主要因子の特定 2 再利用可能な前処理・分析・評価の標準手順定義 3 業務活用可否を判断できる水準での精度・解釈性整理 分析アプローチ デ..."
doc_9234416cdbc9c734,.pptx,プロジェクト/医療法人社団 蒼泉会 ひがし丘総合病院/00.提案/提案書.pptx,pptx_slide_text_tables,75713,5102,303,# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 医療法人社団 蒼泉会 ひがし丘総合病院 医療費関連 価格帯分類分析 契約開始日：2025-07-08 ## slide_002 1. 背景 医療法人社団 蒼泉会 ひがし丘総合病院において、患者属性・生活習慣・地域情報にもとづく医療費関連の価格帯把握は、 業務負荷の見通し、標準的な患者セグメント整理、今後の運営計画立案に資する重要テーマである。 本プロジェクトの位置づけ train.csv の患者単位データを対象に、目的変数 charges（価格帯 0:低、1:中、2:高）の3クラス分類分析を実施し、短期間で再現可能かつ説明可能な分析基盤を整備する。医療費関連セグメント把握に向けた前段の分析資産整備として位置づける。 charges判定の主要因の定量把握 解釈可能な分析結果の整理 再実行可能な分析手順の確立 個人情報配慮・臨床断定回避 ※ 本データには時系列情報や診療科別・疾患別情報は含まれていないため、再入院率、在院日数、病床利用率等の直接評価は対象外。 ## slide_003 2. 目...
doc_6e0023db2acdd755,.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/old/提案書.pptx,pptx_slide_text_tables,71042,5026,257,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 株式会社青嶺不動産アセットマネジメント 様 ニューヨーク市不動産売買データに基づく価格形成要因分析 株式会社データアステル データサイエンス部 ## slide_002 1. 背景 クライアントの課題 青嶺不動産AM様 資産運用本部 レジデンシャル戦略部において、 売買価格の構造を定量的に把握する分析基盤の整備が重要課題である 本プロジェクトの概要 NYC不動産売買データ（37,751件・18項目）を対象に、SALE PRICEを 中心に、立地・建物属性・用途構成・規模・築年等の影響を整理する データ品質課題（欠損・ゼロ値・異常値・識別キー）の明確化、 短期間で再現可能な分析手順と初期モデル検証結果を整備する 本提案書の位置づけ 以降の分析計画、中間報告、最終報告等に 一貫して適用する正本として位置づける 目的変数の定義 対象範囲・前処理方針 役割分担・成果物定義 不整合の防止 対象データ：data rain.csv ｜ 37,751件 ｜ 18項目 ｜ 目的変数：SALE PRICE #..."
doc_411e91d0ddf865e6,.pptx,プロジェクト/株式会社青嶺不動産アセットマネジメント/00.提案/提案書.pptx,pptx_slide_text_tables,70765,5026,257,"# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 株式会社青嶺不動産アセットマネジメント 様 ニューヨーク市不動産売買データに基づく価格形成要因分析 株式会社データアステル データサイエンス部 ## slide_002 1. 背景 クライアントの課題 青嶺不動産AM様 資産運用本部 レジデンシャル戦略部において、 売買価格の構造を定量的に把握する分析基盤の整備が重要課題である 本プロジェクトの概要 NYC不動産売買データ（37,751件・18項目）を対象に、SALE PRICEを 中心に、立地・建物属性・用途構成・規模・築年等の影響を整理する データ品質課題（欠損・ゼロ値・異常値・識別キー）の明確化、 短期間で再現可能な分析手順と初期モデル検証結果を整備する 本提案書の位置づけ 以降の分析計画、中間報告、最終報告等に 一貫して適用する正本として位置づける 目的変数の定義 対象範囲・前処理方針 役割分担・成果物定義 不整合の防止 対象データ：data rain.csv ｜ 37,751件 ｜ 18項目 ｜ 目的変数：SALE PRICE #..."
doc_7cbacc9c0157d7a7,.pdf,プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-05-27.pdf,pdf_page_text_pypdf,750025,5000,292,# PDFファイル: 会議録_2025-05-27.pdf ## page_001 会議録 1. 会議情報 • 会議 ID: M03 • 会議種別: 最終報告・検収会 • 日時: 2025-05-27 • 目的: 最終分析結果と業務示唆を報告し説明可能性と監査証跡を含む成果物 の最終確認を行う • 想定決定事項: 最終報告書と成果物一式の承認; 業務活用上の留意点と次フ ェーズ論点確認; 検収可否決定 • 出席者: o 青葉与信マネジメント株式会社（審査企画部） 中村 浩一（主担当） o 関係レビュー担当者（クライアント側） o 株式会社データアステル（データサイエンス部） 山田 直樹（エグゼ クティブスポンサ）、伊藤 翔太（PM）、山本 彩乃（リード DS）、 藤田 彩（ビジネスアナリスト）、岡田 佑樹（QA） 2. 議題 1. 最終報告書（成果物一式）の説明・質疑 2. モデル評価指標・リスク区分・説明可能性の最終確認 ## page_002 3. 業務活用上の留意点（特に interest_rate / grade の取扱い）と次フェーズ論 点確認 4. 検収判定（承認可否）と検...
doc_f90c4353225a6644,.pptx,プロジェクト/医療法人社団 恒一会 かえで総合病院/00.提案/提案書.pptx,pptx_slide_text_tables,83190,4943,402,# PPTXファイル: 提案書.pptx ## slide_001 データ分析プロジェクト提案書 胆疾患有無の判定支援に向けた分析基盤および初期予測モデルの整備 提出先：医療法人社団 恒一会 かえで総合病院様 提出元：株式会社データアステル データサイエンス部 CONFIDENTIAL ## slide_002 目次 01 背景 02 目的 03 スコープ 04 分析アプローチ 05 実施体制 06 スケジュール案 07 成果物定義 08 費用見積 09 リスクと対応策 10 前提条件 11 次アクション ## slide_003 01 背景 医療の質向上の要請 かえで総合病院では、医療の質向上、業務効率化、患者安全性の確保を目的として、診療・検査データの活用高度化が求められている。 現状の課題 diseaseの判定に関する定量的な分析基盤や初期予測モデルが未整備であり、判断材料が担当者依存となる余地がある。 医療データ特有の留意点 入力不整合、臨床運用差異、外れ値の扱い、解釈の過大主張防止、トレーサビリティ確保への配慮が不可欠である。 ▼ 本プロジェクトの位置づけ data\trai...
doc_f6d67a6ecfbe5baa,.pdf,プロジェクト/青葉与信マネジメント株式会社/05.会議/会議録/会議録_2025-04-29.pdf,pdf_page_text_pypdf,774708,4759,303,"# PDFファイル: 会議録_2025-04-29.pdf ## page_001 会議録 1. 会議情報 • 会議 ID: M02 • 会議種別: 中間レビュー会 • 日時: 2025-04-29 • 目的: データ理解と探索的分析および初期モデリング結果を共有し中間報告 に向けた論点優先順位を決定する • 出席者: o 青葉与信マネジメント株式会社 審査企画部 中村 浩一 o 株式会社データアステル（データサイエンス部） 伊藤 翔太、山本 彩 乃、藤田 彩、岡田 佑樹 2. 議題 1. 中間分析（EDA）・初期モデリング結果の共有 2. 採用する評価指標の決定（業務指標含む） 3. リスク区分（リスクセグメント）案の採択 4. リーケージ懸念変数（interest_rate / grade 等）の扱い方針確定 5. 追加深掘り論点の優先順位決定と担当割当 6. prior open actions の確認（A01〜A06） ## page_002 3. 主要議論 • データ・モデル共有 o 学習データ: 17,500 レコード、欠損なし。target loan_status 平均 ..."
doc_d57fd93782efe7e0,.xlsx,プロジェクト/株式会社青嶺不動産アセットマネジメント/02.計画/スケジュール_r1.xlsx,xlsx_sheet_values_formulas_basic_styles,15806,4721,30,"# XLSXファイル: スケジュール_r1.xlsx ## sheet: スケジュール - size: rows=28, cols=15 - visible_state: visible - freeze_panes: A14 row_00003: No. | タスクID | 依存タスク | ステータス | フェーズ | タスク名 | 詳細・内容 | クリティカルパス | マイルストーン | チェックポイント | 成果物 | 開始日 | 終了日 | 担当者 | 備考 row_00004: 1 | T01 | - | 未着手 | P1 立上げ・前提固定 | プロジェクトキックオフ実施 | スコープ、対象データ(data\train.csv)、目的変数(SALE PRICE)、役割分担、会議運営を確認。議事メモ即日配布 | ○ | MS1: キックオフ完了・前提固定 | CP1: キックオフ完了確認 | キックオフ議事メモ | 2025-08-06 00:00:00 | 2025-08-06 00:00:00 | 佐藤 健一 | M01 キックオフ会議（クライアント窓口: 前田 美咲 部長..."
